銘柄コード,銘柄名称,商品分類,市場区分,業種,売買単位,東証上場日,東証上場廃止日
48880,ステラファーマ,株式,グロース,医薬品,100,2021-04-22,
48890,レナサイエンス,株式,グロース,医薬品,100,2021-09-24,
48900,坪田ラボ,株式,グロース,医薬品,100,2022-06-23,
48910,ティムス,株式,グロース,医薬品,100,2022-11-22,
48920,サイフューズ,株式,グロース,医薬品,100,2022-12-01,
48930,ノイルイミューン・バイオテック,株式,グロース,医薬品,100,2023-06-28,
48940,クオリプス,株式,グロース,医薬品,100,2023-06-27,
48960,ケイファーマ,株式,グロース,医薬品,100,2023-10-17,
49010,富士フイルムホールディングス,株式,プライム,化学,100,1949-05-16,
49020,コニカミノルタ,株式,プライム,電気機器,100,1949-05-16,
49110,資生堂,株式,プライム,化学,100,1949-05-16,
49120,ライオン,株式,プライム,化学,100,1949-09-15,
49140,高砂香料工業,株式,プライム,化学,100,1963-01-04,
49170,マンダム,株式,上場廃止,化学,100,2002-01-22,2026-05-15
49180,アイビー化粧品,株式,スタンダード,化学,100,2013-07-16,
49190,ミルボン,株式,プライム,化学,100,2000-07-19,
49200,日本色材工業研究所,株式,スタンダード,化学,100,2013-07-16,
49220,コーセーホールディングス,株式,プライム,化学,100,2000-12-04,
49230,コタ,株式,プライム,化学,100,2013-07-16,
49250,ハーバー研究所,株式,スタンダード,化学,100,2013-07-16,
49260,シーボン,株式,スタンダード,化学,100,2012-03-22,
49270,ポーラ・オルビスホールディングス,株式,プライム,化学,100,2010-12-10,
49280,ノエビアホールディングス,株式,プライム,化学,100,2011-03-22,
49290,アジュバンホールディングス,株式,スタンダード,化学,100,2012-12-13,
49310,新日本製薬,株式,プライム,化学,100,2019-06-27,
49320,アルマード,株式,スタンダード,化学,100,2021-06-24,
49330,Ｉ－ｎｅ,株式,プライム,化学,100,2020-09-25,
49340,プレミアアンチエイジング,株式,グロース,化学,100,2020-10-28,
49350,リベルタ,株式,スタンダード,化学,100,2020-12-17,
49360,アクシージア,株式,スタンダード,化学,100,2021-02-18,
49370,Ｗａｑｏｏ,株式,グロース,化学,100,2021-06-29,
49510,エステー,株式,プライム,化学,100,1986-04-23,
49560,コニシ,株式,プライム,化学,100,1997-09-01,
49570,ヤスハラケミカル,株式,上場廃止,化学,100,2000-03-01,2026-03-06
49580,長谷川香料,株式,プライム,化学,100,2000-03-27,
49600,ケミプロ化成,株式,スタンダード,化学,100,2013-07-16,
49660,上村工業,株式,スタンダード,化学,100,2013-07-16,
49670,小林製薬,株式,プライム,化学,100,2000-08-22,
49680,荒川化学工業,株式,プライム,化学,100,2000-10-06,
49700,東洋合成工業,株式,スタンダード,化学,100,2013-07-16,
49710,メック,株式,プライム,化学,100,2003-04-07,
49720,綜研化学,株式,スタンダード,化学,100,2013-07-16,
49730,日本高純度化学,株式,プライム,化学,100,2004-03-22,
49740,タカラバイオ,株式,上場廃止,化学,100,2004-12-07,2026-06-12
49750,ＪＣＵ,株式,プライム,化学,100,2005-12-22,
49760,東洋ドライルーブ,株式,スタンダード,化学,100,2013-07-16,
49770,新田ゼラチン,株式,スタンダード,化学,100,2011-12-20,
49780,リプロセル,株式,グロース,化学,100,2013-07-16,
49790,ＯＡＴアグリオ,株式,スタンダード,化学,100,2014-06-25,
49800,デクセリアルズ,株式,プライム,化学,100,2015-07-29,
49850,アース製薬,株式,プライム,化学,100,2005-11-30,
49900,昭和化学工業,株式,スタンダード,化学,100,1971-11-15,
49920,北興化学工業,株式,スタンダード,化学,100,1961-10-02,
49940,大成ラミックグループ,株式,スタンダード,化学,100,2002-04-12,
49960,クミアイ化学工業,株式,プライム,化学,100,1962-11-07,
49970,日本農薬,株式,プライム,化学,100,1963-07-05,
49980,フマキラー,株式,スタンダード,化学,100,1964-05-19,
50090,富士興産,株式,上場廃止,卸売業,100,1970-05-20,2025-09-29
50100,日本精蝋,株式,スタンダード,石油・石炭製品,100,1963-07-02,
50110,ニチレキグループ,株式,プライム,石油・石炭製品,100,1970-01-19,
50130,ユシロ,株式,スタンダード,石油・石炭製品,100,1985-12-18,
50150,ビーピー・カストロール,株式,スタンダード,石油・石炭製品,100,2000-03-21,
50170,富士石油,株式,上場廃止,石油・石炭製品,100,2003-01-30,2026-01-20
50180,ＭＯＲＥＳＣＯ,株式,スタンダード,石油・石炭製品,100,2008-07-29,
50190,出光興産,株式,プライム,石油・石炭製品,100,2006-10-24,
50200,ＥＮＥＯＳホールディングス,株式,プライム,石油・石炭製品,100,2010-04-01,
50210,コスモエネルギーホールディングス,株式,プライム,石油・石炭製品,100,2015-10-01,
50220,レボインターナショナル,株式,上場廃止,石油・石炭製品,100,2023-10-31,2026-07-23
50250,マーキュリー,株式,グロース,情報・通信業,100,2022-02-25,
50260,トリプルアイズ,株式,グロース,情報・通信業,100,2022-05-31,
50270,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,株式,グロース,情報・通信業,100,2023-03-29,
50280,セカンドサイトアナリティカ,株式,グロース,情報・通信業,100,2022-04-04,
50290,サークレイス,株式,グロース,情報・通信業,100,2022-04-12,
50310,モイ,株式,グロース,情報・通信業,100,2022-04-27,
50320,ＡＮＹＣＯＬＯＲ,株式,プライム,情報・通信業,100,2022-06-08,
50330,ヌーラボ,株式,グロース,情報・通信業,100,2022-06-28,
50340,ｕｎｅｒｒｙ,株式,グロース,情報・通信業,100,2022-07-28,
50350,ＨＯＵＳＥＩ,株式,グロース,情報・通信業,100,2022-07-28,
50360,日本ビジネスシステムズ,株式,プライム,情報・通信業,100,2022-08-02,
50370,フィットワークス,株式,TOKYO PRO Market,情報・通信業,100,2022-08-26,
50380,ｅＷｅＬＬ,株式,グロース,情報・通信業,100,2022-09-16,
50700,ドラフト,株式,上場廃止,建設業,100,2020-03-17,2025-12-12
50710,ヴィス,株式,スタンダード,サービス業,100,2020-03-25,
50720,アートフォースジャパン,株式,TOKYO PRO Market,建設業,100,2020-10-21,
50740,テスホールディングス,株式,プライム,建設業,100,2021-04-27,
50760,インフロニア・ホールディングス,株式,プライム,建設業,100,2021-10-01,
50770,ハンズ,株式,TOKYO PRO Market,建設業,100,2022-02-17,
50780,セレコーポレーション,株式,スタンダード,建設業,100,2022-03-11,
50790,ノバック,株式,スタンダード,建設業,100,2022-03-31,
51010,横浜ゴム,株式,プライム,ゴム製品,100,1950-04-24,
51030,昭和ホールディングス,株式,上場廃止,ゴム製品,100,1952-12-20,2026-08-25
51050,ＴＯＹＯ　ＴＩＲＥ,株式,プライム,ゴム製品,100,1955-05-25,
51080,ブリヂストン,株式,プライム,ゴム製品,100,1961-10-02,
51100,住友ゴム工業,株式,プライム,ゴム製品,100,1975-01-14,
51210,藤倉コンポジット,株式,プライム,ゴム製品,100,1949-05-16,
51220,オカモト,株式,プライム,ゴム製品,100,1949-06-10,
51250,ファインズ,株式,グロース,情報・通信業,100,2022-09-28,
51260,ポーターズ,株式,グロース,情報・通信業,100,2022-09-29,
51290,ＦＩＸＥＲ,株式,グロース,情報・通信業,100,2022-10-06,
51300,ヒロホールディングス,株式,TOKYO PRO Market,情報・通信業,100,2022-09-28,
51310,リンカーズ,株式,グロース,情報・通信業,100,2022-10-26,
51320,ｐｌｕｓｚｅｒｏ,株式,グロース,情報・通信業,100,2022-10-28,
51330,テリロジーホールディングス,株式,スタンダード,情報・通信業,100,2022-11-01,
51340,ＰＯＰＥＲ,株式,グロース,情報・通信業,100,2022-11-15,
51350,ＡＩＲ－Ｕ,株式,TOKYO PRO Market,情報・通信業,100,2022-11-04,
51360,ｔｒｉｐｌａ,株式,グロース,情報・通信業,100,2022-11-25,
51370,スマートドライブ,株式,グロース,情報・通信業,100,2022-12-15,
51380,Ｒｅｂａｓｅ,株式,グロース,情報・通信業,100,2022-12-16,
51390,オープンワーク,株式,グロース,情報・通信業,100,2022-12-16,
51420,アキレス,株式,プライム,化学,100,1961-10-02,
51610,西川ゴム工業,株式,スタンダード,ゴム製品,100,2000-03-01,
51620,朝日ラバー,株式,スタンダード,ゴム製品,100,2013-07-16,
51840,ニチリン,株式,スタンダード,ゴム製品,100,2013-07-16,
51850,フコク,株式,プライム,ゴム製品,100,2004-03-01,
51860,ニッタ,株式,プライム,ゴム製品,100,1996-09-05,
51870,クリエートメディック,株式,スタンダード,精密機器,100,2000-07-19,
51890,櫻護謨,株式,スタンダード,ゴム製品,100,1964-03-17,
51910,住友理工,株式,上場廃止,ゴム製品,100,1994-02-17,2026-01-29
51920,三ツ星ベルト,株式,プライム,ゴム製品,100,1962-07-25,
51940,相模ゴム工業,株式,スタンダード,ゴム製品,100,1961-10-02,
51950,バンドー化学,株式,プライム,ゴム製品,100,1970-10-20,
51990,不二ラテックス,株式,スタンダード,ゴム製品,100,2013-07-16,
52010,ＡＧＣ,株式,プライム,ガラス・土石製品,100,1950-06-12,
52020,日本板硝子,株式,プライム,ガラス・土石製品,100,1950-06-28,
52040,石塚硝子,株式,スタンダード,ガラス・土石製品,100,1962-10-10,
52080,有沢製作所,株式,プライム,化学,100,1961-10-02,
52100,日本山村硝子,株式,スタンダード,ガラス・土石製品,100,1962-11-01,
52140,日本電気硝子,株式,プライム,ガラス・土石製品,100,1973-04-23,
52160,倉元製作所,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
52180,オハラ,株式,スタンダード,ガラス・土石製品,100,2005-10-21,
52320,住友大阪セメント,株式,プライム,ガラス・土石製品,100,1949-05-16,
52330,太平洋セメント,株式,プライム,ガラス・土石製品,100,1949-05-16,
52370,ノザワ,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
52400,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ,株式,グロース,情報・通信業,100,2022-12-20,
52420,アイズ,株式,グロース,情報・通信業,100,2022-12-21,
52430,ｎｏｔｅ,株式,グロース,情報・通信業,100,2022-12-21,
52440,ｊｉｇ．ｊｐ,株式,グロース,情報・通信業,100,2022-12-22,
52460,ＥＬＥＭＥＮＴＳ,株式,グロース,情報・通信業,100,2022-12-27,
52470,ＢＴＭ,株式,グロース,情報・通信業,100,2022-12-27,
52480,テクノロジーズ,株式,グロース,情報・通信業,100,2023-01-26,
52490,あさかわシステムズ,株式,TOKYO PRO Market,情報・通信業,100,2023-01-26,
52500,ＧＭＯプライム・ストラテジー,株式,スタンダード,情報・通信業,100,2023-02-22,
52510,ウイズ・ワン,株式,TOKYO PRO Market,情報・通信業,100,2023-03-16,
52520,日本ナレッジ,株式,グロース,情報・通信業,100,2023-03-23,
52530,カバー,株式,グロース,情報・通信業,100,2023-03-27,
52540,Ａｒｅｎｔ,株式,グロース,情報・通信業,100,2023-03-28,
52550,モンスターラボ,株式,グロース,情報・通信業,100,2023-03-28,
52560,Ｆｕｓｉｃ,株式,グロース,情報・通信業,100,2023-03-31,
52570,ノバシステム,株式,スタンダード,情報・通信業,100,2023-03-30,
52580,トランザクション・メディア・ネットワークス,株式,グロース,情報・通信業,100,2023-04-04,
52590,ＢＢＤイニシアティブ,株式,上場廃止,情報・通信業,100,2023-04-03,2026-04-28
52610,リソルホールディングス,株式,プライム,サービス業,100,1949-05-16,
52620,日本ヒューム,株式,プライム,ガラス・土石製品,100,1949-05-16,
52680,旭コンクリート工業,株式,スタンダード,ガラス・土石製品,100,1961-10-02,
52690,日本コンクリート工業,株式,プライム,ガラス・土石製品,100,1961-10-02,
52710,トーヨーアサノ,株式,スタンダード,ガラス・土石製品,100,1962-09-03,
52730,三谷セキサン,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
52790,日本興業,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
52800,ヨシコン,株式,スタンダード,不動産業,100,2013-07-16,
52820,ジオスター,株式,スタンダード,ガラス・土石製品,100,1995-04-11,
52830,高見澤,株式,スタンダード,卸売業,100,2013-07-16,
52840,ヤマウホールディングス,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
52850,ヤマックス,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
52870,イトーヨーギョー,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
52880,アジアパイルホールディングス,株式,プライム,ガラス・土石製品,100,2009-02-06,
52900,ベルテクスコーポレーション,株式,スタンダード,ガラス・土石製品,100,2018-10-01,
53010,東海カーボン,株式,プライム,ガラス・土石製品,100,1949-05-16,
53020,日本カーボン,株式,プライム,ガラス・土石製品,100,1949-05-16,
53040,ＳＥＣカーボン,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
53100,東洋炭素,株式,プライム,ガラス・土石製品,100,2006-03-29,
53310,ノリタケ,株式,プライム,ガラス・土石製品,100,1949-05-16,
53320,ＴＯＴＯ,株式,プライム,ガラス・土石製品,100,1949-05-16,
53330,ＮＧＫ,株式,プライム,ガラス・土石製品,100,1949-05-16,
53340,日本特殊陶業,株式,プライム,ガラス・土石製品,100,1949-05-16,
53370,ダントーホールディングス,株式,スタンダード,ガラス・土石製品,100,1962-06-08,
53410,ＡＳＡＨＩ　ＥＩＴＯホールディングス,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
53440,ＭＡＲＵＷＡ,株式,プライム,ガラス・土石製品,100,1998-12-02,
53510,品川リフラ,株式,プライム,ガラス・土石製品,100,1949-05-16,
53520,黒崎播磨,株式,上場廃止,ガラス・土石製品,100,1949-05-16,2026-03-30
53550,日本坩堝,株式,スタンダード,ガラス・土石製品,100,1950-04-07,
53570,ヨータイ,株式,プライム,ガラス・土石製品,100,2013-07-16,
53630,東京窯業,株式,スタンダード,ガラス・土石製品,100,1961-10-02,
53670,ニッカトー,株式,スタンダード,ガラス・土石製品,100,2007-03-19,
53680,日本インシュレーション,株式,スタンダード,ガラス・土石製品,100,2020-03-19,
53800,新東,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
53810,マイポックス,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
53840,フジミインコーポレーテッド,株式,プライム,ガラス・土石製品,100,2007-02-22,
53860,鶴弥,株式,上場廃止,ガラス・土石製品,100,2002-04-04,2026-03-17
53880,クニミネ工業,株式,スタンダード,ガラス・土石製品,100,2013-07-16,
53910,エーアンドエーマテリアル,株式,スタンダード,ガラス・土石製品,100,1949-05-16,
53930,ニチアス,株式,プライム,ガラス・土石製品,100,1961-10-02,
54010,日本製鉄,株式,プライム,鉄鋼,100,1950-10-02,
54060,神戸製鋼所,株式,プライム,鉄鋼,100,1949-05-16,
54080,中山製鋼所,株式,プライム,鉄鋼,100,1949-05-16,
54100,合同製鐵,株式,プライム,鉄鋼,100,1961-10-02,
54110,ＪＦＥホールディングス,株式,プライム,鉄鋼,100,2002-09-26,
54230,東京製鐵,株式,プライム,鉄鋼,100,1974-07-08,
54400,共英製鋼,株式,プライム,鉄鋼,100,2006-12-19,
54440,大和工業,株式,プライム,鉄鋼,100,1961-10-02,
54450,東京鐵鋼,株式,プライム,鉄鋼,100,1971-06-01,
54460,北越メタル,株式,スタンダード,鉄鋼,100,2000-03-01,
54490,大阪製鐵,株式,スタンダード,鉄鋼,100,1996-11-26,
54510,ヨドコウ,株式,プライム,鉄鋼,100,1949-05-16,
54580,高砂鐵工,株式,スタンダード,鉄鋼,100,1961-10-02,
54610,中部鋼鈑,株式,プライム,鉄鋼,100,2022-12-28,
54630,丸一鋼管,株式,プライム,鉄鋼,100,1962-07-25,
54640,モリ工業,株式,スタンダード,鉄鋼,100,1980-07-16,
54710,大同特殊鋼,株式,プライム,鉄鋼,100,1951-06-05,
54760,日本高周波鋼業,株式,上場廃止,鉄鋼,100,1952-02-04,2026-01-29
54800,日本冶金工業,株式,プライム,鉄鋼,100,1949-05-16,
54820,愛知製鋼,株式,プライム,鉄鋼,100,1961-09-06,
54840,東北特殊鋼,株式,スタンダード,鉄鋼,100,2013-07-16,
54910,日本金属,株式,スタンダード,鉄鋼,100,1949-05-16,
55250,フロンティアホールディングス,株式,TOKYO PRO Market,不動産業,100,2022-09-14,
55270,ｐｒｏｐｅｒｔｙ　ｔｅｃｈｎｏｌｏｇｉｅｓ,株式,グロース,不動産業,100,2022-12-13,
55280,フロンティアハウス,株式,TOKYO PRO Market,不動産業,100,2022-12-28,
55310,エヌバイテクノロジーズ,株式,TOKYO PRO Market,不動産業,100,2023-04-26,
55320,リアルゲイト,株式,グロース,不動産業,100,2023-06-22,
55330,エリッツホールディングス,株式,スタンダード,不動産業,100,2023-06-27,
55340,エンゼルグループ,株式,TOKYO PRO Market,不動産業,100,2023-09-21,
55350,ミガロホールディングス,株式,プライム,不動産業,100,2023-10-02,
55360,京橋アートレジデンス,株式,TOKYO PRO Market,不動産業,100,2023-11-10,
55370,ＡｌｂａＬｉｎｋ,株式,グロース,不動産業,100,2025-12-15,
55410,大平洋金属,株式,プライム,鉄鋼,100,1952-01-04,
55420,新報国マテリアル,株式,スタンダード,鉄鋼,100,2013-07-16,
55630,新日本電工,株式,プライム,鉄鋼,100,1949-05-16,
55700,ジェノバ,株式,グロース,情報・通信業,100,2023-04-18,
55710,エキサイトホールディングス,株式,スタンダード,情報・通信業,100,2023-04-19,
55720,Ｒｉｄｇｅ－ｉ,株式,グロース,情報・通信業,100,2023-04-26,
55730,働楽ホールディングス,株式,TOKYO PRO Market,情報・通信業,100,2023-04-28,
55740,ＡＢＥＪＡ,株式,グロース,情報・通信業,100,2023-06-13,
55750,Ｇｌｏｂｅｅ,株式,グロース,情報・通信業,100,2023-06-14,
55760,オービーシステム,株式,スタンダード,情報・通信業,100,2023-06-21,
55770,アイデミー,株式,上場廃止,情報・通信業,100,2023-06-22,2025-11-06
55780,ＡＲアドバンストテクノロジ,株式,グロース,情報・通信業,100,2023-06-23,
55800,プロディライト,株式,グロース,情報・通信業,100,2023-06-28,
55810,カイテクノロジー,株式,TOKYO PRO Market,情報・通信業,100,2023-06-30,
55820,グリッド,株式,グロース,情報・通信業,100,2023-07-07,
55840,Ｓｔｒａｗｂｅｒｒｙ　ｊａｍｓ,株式,TOKYO PRO Market,情報・通信業,100,2023-07-12,
55860,Ｌａｂｏｒｏ．ＡＩ,株式,グロース,情報・通信業,100,2023-07-31,
55870,インバウンドプラットフォーム,株式,グロース,情報・通信業,100,2023-08-30,
55880,ファーストアカウンティング,株式,グロース,情報・通信業,100,2023-09-22,
55890,オートサーバー,株式,スタンダード,情報・通信業,100,2023-09-26,
55900,ネットスターズ,株式,グロース,情報・通信業,100,2023-09-26,
55910,ＡＶＩＬＥＮ,株式,グロース,情報・通信業,100,2023-09-27,
55920,くすりの窓口,株式,グロース,情報・通信業,100,2023-10-04,
55940,エム・デー・ビー,株式,TOKYO PRO Market,情報・通信業,100,2023-11-30,
55950,ＱＰＳ研究所,株式,上場廃止,情報・通信業,100,2023-12-06,2025-11-27
55960,アウトルックコンサルティング,株式,上場廃止,情報・通信業,100,2023-12-12,2026-02-25
55970,ブルーイノベーション,株式,グロース,情報・通信業,100,2023-12-12,
55980,Ｙｏｔｔａｖｉａｓ,株式,TOKYO PRO Market,情報・通信業,100,2023-12-13,
55990,Ｓ＆Ｊ,株式,グロース,情報・通信業,100,2023-12-15,
56020,栗本鐵工所,株式,プライム,鉄鋼,100,1949-05-16,
56030,虹技,株式,スタンダード,鉄鋼,100,2013-07-16,
56090,日本鋳造,株式,スタンダード,鉄鋼,100,1961-10-02,
56120,日本鋳鉄管,株式,スタンダード,鉄鋼,100,1962-07-02,
56160,雨風太陽,株式,グロース,情報・通信業,100,2023-12-18,
56170,ウィル・ドゥ,株式,上場廃止,情報・通信業,100,2023-12-19,2026-08-27
56180,ナイル,株式,グロース,情報・通信業,100,2023-12-20,
56190,マーソ,株式,グロース,情報・通信業,100,2023-12-21,
56200,エスピーオー,株式,TOKYO PRO Market,情報・通信業,100,2023-12-22,
56210,ヒューマンテクノロジーズ,株式,グロース,情報・通信業,100,2023-12-22,
56310,日本製鋼所,株式,プライム,機械,100,1951-06-11,
56320,三菱製鋼,株式,プライム,鉄鋼,100,1951-04-09,
56440,メタルアート,株式,スタンダード,鉄鋼,100,2013-07-16,
56580,日亜鋼業,株式,スタンダード,鉄鋼,100,1986-02-21,
56590,日本精線,株式,プライム,鉄鋼,100,1962-03-01,
56600,神鋼鋼線工業,株式,スタンダード,鉄鋼,100,1993-03-15,
56950,パウダーテック,株式,スタンダード,鉄鋼,100,2013-07-16,
56970,サンユウ,株式,スタンダード,鉄鋼,100,2013-07-16,
56980,エンビプロ・ホールディングス,株式,スタンダード,鉄鋼,100,2013-09-25,
56990,イボキン,株式,スタンダード,鉄鋼,100,2018-08-02,
57020,大紀アルミニウム工業所,株式,プライム,非鉄金属,100,2005-12-08,
57030,日本軽金属ホールディングス,株式,プライム,非鉄金属,100,2012-10-01,
57040,ＪＭＣ,株式,スタンダード,非鉄金属,100,2016-11-29,
57060,三井金属,株式,プライム,非鉄金属,100,1950-10-02,
57070,東邦亜鉛,株式,プライム,非鉄金属,100,1949-05-16,
57110,三菱マテリアル,株式,プライム,非鉄金属,100,1950-09-25,
57130,住友金属鉱山,株式,プライム,非鉄金属,100,1950-06-28,
57140,ＤＯＷＡホールディングス,株式,プライム,非鉄金属,100,1949-08-05,
57150,古河機械金属,株式,プライム,非鉄金属,100,1949-05-16,
57210,エスクリプトエナジー,株式,スタンダード,非鉄金属,100,2013-07-16,
57240,アサカ理研,株式,スタンダード,非鉄金属,100,2013-07-16,
57260,大阪チタニウムテクノロジーズ,株式,プライム,非鉄金属,100,2002-03-08,
57270,東邦チタニウム,株式,上場廃止,非鉄金属,100,1961-10-02,2026-05-28
57290,日本精鉱,株式,スタンダード,非鉄金属,100,1949-09-19,
57410,ＵＡＣＪ,株式,プライム,非鉄金属,100,2005-12-02,
57420,エヌアイシ・オートテック,株式,スタンダード,非鉄金属,100,2013-07-16,
57530,日本伸銅,株式,スタンダード,非鉄金属,100,1961-10-02,
57570,ＣＫサンエツ,株式,プライム,非鉄金属,100,2017-03-21,
58010,古河電気工業,株式,プライム,非鉄金属,100,1949-05-16,
58020,住友電気工業,株式,プライム,非鉄金属,100,1949-05-16,
58030,フジクラ,株式,プライム,非鉄金属,100,1949-05-16,
58050,ＳＷＣＣ,株式,プライム,非鉄金属,100,1949-05-16,
58160,オーナンバ,株式,スタンダード,非鉄金属,100,2006-12-22,
58170,ＪＭＡＣＳ,株式,スタンダード,非鉄金属,100,2013-07-16,
58190,カナレ電気,株式,スタンダード,非鉄金属,100,2006-12-22,
58200,三ッ星,株式,スタンダード,非鉄金属,100,2013-07-16,
58210,平河ヒューテック,株式,プライム,非鉄金属,100,2006-05-02,
58300,いよぎんホールディングス,株式,プライム,銀行業,100,2022-10-03,
58310,しずおかフィナンシャルグループ,株式,プライム,銀行業,100,2022-10-03,
58320,ちゅうぎんフィナンシャルグループ,株式,プライム,銀行業,100,2022-10-03,
58340,ＳＢＩリーシングサービス,株式,グロース,証券、商品先物取引業,100,2022-10-19,
58380,楽天銀行,株式,プライム,銀行業,100,2023-04-21,
58400,日本総険,株式,TOKYO PRO Market,保険業,100,2023-08-04,
58420,インテグラル,株式,グロース,証券、商品先物取引業,100,2023-09-20,
58430,ニッポンインシュア,株式,スタンダード,その他金融業,100,2023-10-03,
58440,京都フィナンシャルグループ,株式,プライム,銀行業,100,2023-10-02,
58450,全保連,株式,スタンダード,その他金融業,100,2023-10-25,
58510,リョービ,株式,プライム,非鉄金属,100,1961-10-02,
58520,アーレスティ,株式,プライム,非鉄金属,100,1961-10-02,
58560,エルアイイーエイチ,株式,上場廃止,小売業,100,2004-10-01,2026-06-26
58570,ＡＲＥホールディングス,株式,プライム,非鉄金属,100,2009-04-01,
58580,ＳＴＧ,株式,グロース,非鉄金属,100,2024-03-21,
58660,ＷｉｚＢｉｚ,株式,TOKYO PRO Market,サービス業,100,2023-12-08,
58670,エスネットワークス,株式,グロース,サービス業,100,2023-12-19,
58700,ナルネットコミュニケーションズ,株式,グロース,サービス業,100,2023-12-25,
58830,ＧＴホールディングス,株式,上場廃止,卸売業,100,2023-04-18,2026-04-10
58840,クラダシ,株式,グロース,小売業,100,2023-06-30,
58850,ジーデップ・アドバンス,株式,スタンダード,卸売業,100,2023-06-30,
58860,ＯＯＫＡＢＥ　ＧＬＡＳＳ,株式,TOKYO PRO Market,卸売業,100,2023-06-27,
58870,光響,株式,TOKYO PRO Market,卸売業,100,2023-07-14,
58880,ＤＡＩＷＡ　ＣＹＣＬＥ,株式,グロース,小売業,100,2023-11-08,
58890,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,株式,プライム,小売業,100,2023-11-16,
58900,オフィスバスターズ,株式,TOKYO PRO Market,小売業,100,2023-12-13,
58910,ＳＡＫＩＧＡＫＥホールディングス,株式,スタンダード,小売業,100,2023-12-15,
58920,ｙｕｔｏｒｉ,株式,グロース,小売業,100,2023-12-27,
59000,ダイケン,株式,スタンダード,金属製品,100,2013-07-16,
59010,東洋製罐グループホールディングス,株式,プライム,金属製品,100,1949-05-16,
59020,ホッカンホールディングス,株式,プライム,金属製品,100,1950-05-01,
59030,シンポ,株式,上場廃止,金属製品,100,2013-07-16,2026-07-22
59050,日本製罐,株式,スタンダード,金属製品,100,1963-12-03,
59060,エムケー精工,株式,スタンダード,金属製品,100,2013-07-16,
59090,コロナ,株式,スタンダード,金属製品,100,2000-03-01,
59110,横河ブリッジホールディングス,株式,プライム,金属製品,100,1961-10-02,
59150,駒井ハルテック,株式,スタンダード,金属製品,100,1984-08-07,
59180,瀧上工業,株式,スタンダード,金属製品,100,1961-10-02,
59210,川岸工業,株式,スタンダード,金属製品,100,1962-01-18,
59220,那須電機鉄工,株式,スタンダード,金属製品,100,1962-02-20,
59230,高田機工,株式,スタンダード,金属製品,100,1993-12-22,
59280,アルメタックス,株式,スタンダード,金属製品,100,2013-07-16,
59290,三和ホールディングス,株式,プライム,金属製品,100,1963-09-30,
59300,文化シヤッター,株式,プライム,金属製品,100,1973-11-16,
59320,三協立山,株式,プライム,金属製品,100,2012-12-01,
59330,アルインコ,株式,プライム,金属製品,100,2006-01-30,
59360,東洋シヤッター,株式,スタンダード,金属製品,100,1989-02-20,
59380,ＬＩＸＩＬ,株式,プライム,金属製品,100,1985-08-01,
59390,大谷工業,株式,スタンダード,金属製品,100,2013-07-16,
59400,不二サッシ,株式,スタンダード,金属製品,100,1992-08-19,
59410,中西製作所,株式,スタンダード,金属製品,100,2013-07-16,
59420,日本フイルコン,株式,スタンダード,金属製品,100,1961-10-02,
59430,ノーリツ,株式,プライム,金属製品,100,1985-08-06,
59450,天龍製鋸,株式,スタンダード,金属製品,100,2013-07-16,
59460,長府製作所,株式,プライム,金属製品,100,1997-11-07,
59470,リンナイ,株式,プライム,金属製品,100,1982-11-22,
59490,ユニプレス,株式,プライム,輸送用機器,100,2004-02-24,
59500,日本パワーファスニング,株式,スタンダード,金属製品,100,2013-07-16,
59510,ダイニチ工業,株式,スタンダード,金属製品,100,1998-06-23,
59520,アマテイ,株式,スタンダード,金属製品,100,2013-07-16,
59550,ワイズホールディングス,株式,スタンダード,金属製品,100,2013-07-16,
59560,トーソー,株式,スタンダード,金属製品,100,1996-01-31,
59570,日東精工,株式,プライム,金属製品,100,1985-08-06,
59580,三洋工業,株式,スタンダード,金属製品,100,1971-02-01,
59590,岡部,株式,プライム,金属製品,100,1972-07-03,
59620,浅香工業,株式,スタンダード,その他製品,100,2013-07-16,
59650,フジマック,株式,スタンダード,金属製品,100,1998-02-10,
59660,京都機械工具,株式,スタンダード,金属製品,100,2013-07-16,
59670,ＴＯＮＥ,株式,スタンダード,金属製品,100,2013-07-16,
59690,ロブテックス,株式,スタンダード,金属製品,100,2013-07-16,
59700,ジーテクト,株式,プライム,金属製品,100,2013-07-16,
59710,共和工業所,株式,スタンダード,金属製品,100,2013-07-16,
59730,トーアミ,株式,スタンダード,金属製品,100,2013-07-16,
